"Venda_ID","Data da Venda","Quantidade","Preço Unitário","Cliente_ID","customer_name","Género","Idade","Cidade","Produto_ID","product_name","Categoria","Cor","Tamanho","Preço","Custo_Aquisição","Loja_ID","store_name","Região","store_city","Tipo"
15789,"2024-12-20 08:18:06",100,878.51,691,Rita Leal,F,70,Lagos,463,Pariatur,Calçado,Laranja,"39",79.49,12.29,2,Loja Ramos Lda.,Algarve,Lagoa,Física
15790,"2016-08-27 02:42:33",25,385.88,380,Luís Silva,M,26,Vila do Bispo,648,Unde,Roupas,Preto,XL,29.71,37.44,2,Loja Ramos Lda.,Algarve,Lagoa,Física
15791,"2016-05-14 23:37:09",18,297.6,706,Pilar Miranda,F,63,Odivelas,593,Adipisci,Roupas,Roxo,XXL,37.54,27.52,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
15792,"2024-02-02 15:25:39",82,469.59,783,Kelly do Amaral,M,35,Marco de Canaveses,71,In,Calçado,Rosa,"39",52.53,17.69,1,Loja Borges S.A.,Centro,Leiria,Online
15793,"2019-03-07 18:44:30",37,300.05,197,Eduardo Abreu,F,43,Terras de Bouro,586,Hic,Calçado,Laranja,"36",57.08,29.71,1,Loja Borges S.A.,Centro,Leiria,Online
15794,"2016-08-18 21:43:55",18,521.55,998,Caetana Pereira,M,63,Aveiro,356,Voluptas,Calçado,Preto,"38",98.03,41.58,1,Loja Borges S.A.,Centro,Leiria,Online
15795,"2024-07-30 04:38:41",35,480.5,1,Álvaro Andrade,F,18,Alcobaça,860,Quos,Calçado,Roxo,"40",81.33,43.28,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
15796,"2023-05-09 06:44:21",44,480.37,428,Fernando Pacheco,F,43,Arruda dos Vinhos,847,Sapiente,Roupas,Laranja,M,94.67,49.72,1,Loja Borges S.A.,Centro,Leiria,Online
15797,"2014-12-15 21:03:23",31,321.44,440,César Machado,M,44,Braga,642,Culpa,Roupas,Vermelho,XXL,42.94,12.67,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
15798,"2020-03-19 21:32:18",32,433.5,163,Ariana Domingues,F,52,Velas,547,Cumque,Calçado,Azul,"38",41.69,10.76,2,Loja Ramos Lda.,Algarve,Lagoa,Física
15799,"2020-01-29 06:39:06",28,890.88,506,Gil Almeida,F,40,Tavira,321,Possimus,Calçado,Azul,"45",70.11,45.77,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
15800,"2023-04-13 15:40:21",20,725.05,276,Anita da Borges,F,65,Vieira do Minho,300,Itaque,Roupas,Roxo,M,58.35,21.64,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
15801,"2017-02-08 22:47:55",61,573.03,791,Lourenço Andrade-Nogueira,F,57,Lajes das Flores,430,Quam,Roupas,Cinzento,L,27.18,30.33,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
15802,"2022-08-16 11:44:02",33,800.62,32,Juliana Castro,F,39,Portel,346,Totam,Calçado,Azul,"37",24.93,17.99,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
15803,"2016-04-04 10:25:47",74,282.76,541,Benjamim Nunes,M,34,Odivelas,275,Id,Calçado,Branco,"41",51.11,42.46,2,Loja Ramos Lda.,Algarve,Lagoa,Física
15804,"2019-11-17 11:50:44",64,652.12,815,Lucas Ferreira,M,30,Alcácer do Sal,618,Consequatur,Roupas,Cinzento,S,94.45,30.93,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
15805,"2015-06-25 21:10:55",38,566.37,310,Rafael Martins,M,49,Sobral de Monte Agraço,275,Id,Calçado,Branco,"41",51.11,42.46,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
15806,"2022-04-10 11:05:52",82,425.31,837,Inês Guerreiro,F,60,Moimenta da Beira,480,Tempora,Calçado,Laranja,"37",92.52,12.54,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
15807,"2018-07-11 03:32:43",1,189.07,357,Margarida Gomes-Carneiro,M,19,Reguengos de Monsaraz,801,Voluptate,Roupas,Azul,XS,93.14,19.61,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
15808,"2023-10-31 12:52:32",95,682.94,660,Dinis Matias,F,43,Funchal,605,Modi,Calçado,Vermelho,"40",83.28,17.23,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
15809,"2018-10-22 13:22:50",48,918.93,513,Wilson Jesus,F,47,Barrancos,566,Consequuntur,Roupas,Roxo,XL,97.41,34.0,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
15810,"2021-08-28 07:00:21",3,887.5,942,Dinis Reis,F,70,Machico,389,Suscipit,Roupas,Branco,L,91.15,17.65,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
15811,"2024-04-01 09:42:51",65,464.62,198,Kévim Pereira,M,46,Santiago do Cacém,259,Harum,Roupas,Vermelho,S,53.82,34.55,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
15812,"2020-08-25 18:30:27",5,173.62,784,Andreia Tavares,M,59,Guimarães,864,Dolore,Roupas,Cinzento,XXL,22.3,45.94,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
15813,"2022-04-29 21:39:34",94,936.34,735,Isabela Monteiro,M,69,São Brás de Alportel,998,Cupiditate,Roupas,Preto,S,62.54,29.32,2,Loja Ramos Lda.,Algarve,Lagoa,Física
15814,"2020-11-18 11:14:04",25,863.8,24,Guilherme Reis,F,48,Funchal,754,Accusantium,Roupas,Vermelho,XS,59.26,13.17,1,Loja Borges S.A.,Centro,Leiria,Online
15815,"2024-03-10 09:17:01",78,162.67,993,César Sousa,F,56,Marinha Grande,230,Magni,Roupas,Cinzento,S,34.53,20.53,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
15816,"2016-02-25 14:35:04",39,928.22,277,Yara do Sá,F,58,Portalegre,54,Consequatur,Calçado,Vermelho,"36",79.71,21.38,2,Loja Ramos Lda.,Algarve,Lagoa,Física
15817,"2024-11-11 06:55:23",76,179.8,155,Sofia Pinho,F,60,Vila do Porto,127,Iusto,Calçado,Branco,"38",93.65,42.49,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
15818,"2024-08-24 16:52:59",49,328.77,614,Dinis Campos-Valente,F,62,Penalva do Castelo,432,Nostrum,Calçado,Verde,"41",62.38,49.7,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
15819,"2023-03-20 08:12:59",43,376.22,695,Bernardo Antunes,M,29,Cascais,140,Tenetur,Calçado,Amarelo,"43",68.34,32.04,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
15820,"2019-03-04 13:20:41",32,536.49,7,Erika Sousa,M,31,Oeiras,203,Blanditiis,Roupas,Rosa,S,81.76,28.74,2,Loja Ramos Lda.,Algarve,Lagoa,Física
15821,"2015-09-30 09:33:08",37,650.16,772,Nicole-Mara Freitas,F,52,Covilhã,778,Laborum,Roupas,Laranja,L,24.33,32.78,2,Loja Ramos Lda.,Algarve,Lagoa,Física
15822,"2014-01-05 18:46:30",48,120.94,938,Isabel Sá,M,41,Lagos,868,Nesciunt,Calçado,Amarelo,"44",76.19,15.97,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
15823,"2023-01-17 21:25:14",98,960.41,162,Ivo Nogueira,F,51,Sintra,703,Saepe,Roupas,Rosa,S,94.54,32.86,1,Loja Borges S.A.,Centro,Leiria,Online
15824,"2017-06-20 00:35:22",65,231.23,970,William Pinheiro,M,18,Figueira da Foz,388,Fuga,Roupas,Laranja,M,69.59,18.0,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
15825,"2021-04-30 02:31:16",51,971.1,940,Nuno Azevedo-Simões,M,34,Barcelos,543,Deleniti,Roupas,Laranja,XL,49.95,39.39,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
15826,"2017-12-08 17:05:56",43,117.56,638,Emília da Pinho,M,44,Faro,903,Enim,Roupas,Amarelo,L,82.94,41.53,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
15827,"2014-08-31 07:17:34",4,61.24,302,Melissa Ribeiro,M,63,Póvoa de Lanhoso,404,Suscipit,Calçado,Verde,"43",56.86,40.08,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
15828,"2021-09-01 10:10:42",87,369.85,120,Luís Domingues,F,56,Almada,756,Hic,Calçado,Amarelo,"39",47.29,11.83,1,Loja Borges S.A.,Centro,Leiria,Online
15829,"2021-09-10 02:41:24",74,639.61,658,Sara Lourenço,F,27,Carregal do Sal,3,Aliquam,Roupas,Preto,XS,78.52,48.01,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
15830,"2015-02-26 02:53:38",97,473.46,765,Ângelo Oliveira,M,39,Tavira,688,Ipsa,Calçado,Amarelo,"40",91.74,14.17,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
15831,"2020-05-09 02:24:34",93,642.29,589,Adriana Gaspar,M,51,Angra do Heroísmo,939,Fuga,Roupas,Preto,XL,55.7,36.55,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
15832,"2020-02-12 01:16:59",17,463.34,444,Francisca Cunha,M,39,Vila do Conde,32,Ut,Calçado,Azul,"39",82.75,30.22,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
15833,"2014-04-16 06:47:31",39,768.81,501,Noa de Lima,M,34,Fátima,179,Expedita,Calçado,Vermelho,"36",69.09,39.81,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
15834,"2019-12-16 07:56:17",92,16.74,514,Bruna Sousa,M,27,Lagos,269,Hic,Roupas,Vermelho,L,75.91,37.48,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
15835,"2021-02-07 19:55:28",69,745.68,454,Rúben Lopes,F,25,Vagos,665,Blanditiis,Roupas,Vermelho,XXL,85.17,20.56,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
15836,"2024-04-30 19:40:03",9,160.03,877,Anita-Emília Costa,M,18,Ferreira do Alentejo,707,Tenetur,Roupas,Roxo,XL,68.61,16.04,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
15837,"2020-11-05 09:46:03",73,440.0,334,Rafaela-Íris Carvalho,F,21,Faro,838,Eos,Roupas,Cinzento,XS,54.99,43.97,2,Loja Ramos Lda.,Algarve,Lagoa,Física
15838,"2016-11-26 08:33:40",1,833.87,929,Bianca Neves,F,46,Oliveira do Hospital,295,Odit,Roupas,Verde,M,39.37,40.03,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
15839,"2014-07-27 12:11:54",73,28.58,22,Manuel Sousa,F,62,Alenquer,542,Harum,Roupas,Rosa,S,50.08,49.86,1,Loja Borges S.A.,Centro,Leiria,Online
15840,"2022-03-19 13:32:49",68,650.56,129,Naiara Branco,M,31,Alvito,570,Provident,Roupas,Branco,XS,80.23,26.43,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
15841,"2020-03-04 05:32:34",64,607.98,960,Lúcia Oliveira,M,45,Porto,642,Culpa,Roupas,Vermelho,XXL,42.94,12.67,2,Loja Ramos Lda.,Algarve,Lagoa,Física
15842,"2014-06-19 22:37:04",51,709.66,916,Íris Pereira,F,54,Azambuja,649,Enim,Calçado,Cinzento,"35",84.01,25.32,1,Loja Borges S.A.,Centro,Leiria,Online
15843,"2021-01-25 02:28:21",72,381.28,552,Yasmin-Ariana Mota,F,46,Terras de Bouro,754,Accusantium,Roupas,Vermelho,XS,59.26,13.17,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
15844,"2020-12-10 04:43:23",1,692.11,266,Duarte Barbosa,M,69,Bragança,398,Quibusdam,Roupas,Branco,L,77.87,45.79,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
15845,"2024-01-21 02:58:52",51,446.17,122,Anita Nascimento,M,52,Montijo,398,Quibusdam,Roupas,Branco,L,77.87,45.79,2,Loja Ramos Lda.,Algarve,Lagoa,Física
15846,"2018-01-07 03:12:45",44,218.66,439,Teresa Leite,F,54,Ponta Delgada,578,Consequuntur,Calçado,Roxo,"45",87.3,25.44,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
15847,"2018-05-11 20:40:42",96,783.96,310,Rafael Martins,M,49,Sobral de Monte Agraço,358,Doloremque,Roupas,Verde,M,59.77,38.26,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
15848,"2016-10-17 05:05:18",35,912.0,297,Diego Antunes,M,61,Angra do Heroísmo,161,Eius,Calçado,Rosa,"45",25.95,11.05,2,Loja Ramos Lda.,Algarve,Lagoa,Física
15849,"2022-10-15 23:59:11",66,966.81,72,Mateus Amaral,M,44,Portel,807,Vero,Roupas,Branco,M,44.8,18.61,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
15850,"2014-09-09 02:14:52",98,974.74,980,Yasmin Azevedo,F,26,Braga,18,Dolores,Roupas,Laranja,L,44.25,18.38,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
15851,"2015-12-15 16:18:59",47,123.94,792,Emma Ferreira,M,52,Vale de Cambra,501,Fuga,Roupas,Amarelo,L,58.16,26.46,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
15852,"2018-12-21 12:56:03",18,414.76,403,Yara do Esteves,F,38,Vila Nova de Cerveira,570,Provident,Roupas,Branco,XS,80.23,26.43,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
15853,"2015-01-19 18:08:47",11,687.32,933,Martim Marques,M,25,Maia,756,Hic,Calçado,Amarelo,"39",47.29,11.83,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
15854,"2016-12-30 07:43:51",51,3.54,506,Gil Almeida,F,40,Tavira,369,Mollitia,Roupas,Vermelho,S,69.36,35.98,1,Loja Borges S.A.,Centro,Leiria,Online
15855,"2020-06-16 11:26:32",68,429.01,572,Núria Amaral,F,20,Vagos,797,Hic,Roupas,Amarelo,L,74.25,42.34,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
15856,"2016-03-19 10:53:15",85,313.35,22,Manuel Sousa,F,62,Alenquer,204,Eveniet,Calçado,Cinzento,"39",88.09,31.64,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
15857,"2015-08-22 19:08:49",12,833.28,863,Eduardo Matos,F,67,Alcoutim,357,Quasi,Roupas,Laranja,XS,75.15,43.01,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
15858,"2022-11-02 01:14:08",25,141.63,454,Rúben Lopes,F,25,Vagos,972,Adipisci,Calçado,Branco,"35",61.16,25.16,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
15859,"2017-05-03 12:02:14",78,958.48,19,Luís Moreira,M,32,Carregal do Sal,611,Inventore,Roupas,Roxo,S,40.11,46.11,2,Loja Ramos Lda.,Algarve,Lagoa,Física
15860,"2024-01-04 21:48:16",62,974.11,750,David Faria,F,52,Vila do Porto,762,Vel,Calçado,Branco,"42",62.41,13.75,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
15861,"2022-10-08 21:05:23",99,893.53,329,David Soares,M,23,Vila do Porto,710,Assumenda,Roupas,Verde,S,94.16,12.07,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
15862,"2014-12-29 11:50:44",77,104.99,81,Sofia Araújo,F,45,Ansião,43,Minima,Roupas,Rosa,M,76.33,12.39,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
15863,"2017-04-11 03:22:46",31,813.98,595,Kevin Garcia,M,64,Beja,425,Molestias,Roupas,Laranja,L,88.72,10.02,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
15864,"2017-12-04 00:27:27",58,992.39,511,Henrique Alves,M,55,Ponta Delgada,346,Totam,Calçado,Azul,"37",24.93,17.99,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
15865,"2017-08-13 18:05:32",78,665.18,282,Joana Mendes,M,29,Lagoa,437,Sint,Calçado,Cinzento,"38",83.14,24.51,2,Loja Ramos Lda.,Algarve,Lagoa,Física
15866,"2022-12-30 00:37:57",80,559.84,407,Gabriela Marques,F,39,Palmela,220,Exercitationem,Calçado,Amarelo,"36",62.71,34.87,2,Loja Ramos Lda.,Algarve,Lagoa,Física
15867,"2016-05-18 13:36:55",88,292.81,594,Vera Matos,M,58,Alvito,143,Laboriosam,Roupas,Laranja,XS,60.37,21.52,2,Loja Ramos Lda.,Algarve,Lagoa,Física
15868,"2016-10-18 21:14:12",6,810.04,471,Bárbara Faria,M,37,Lourinhã,424,Sunt,Roupas,Amarelo,L,48.18,23.44,2,Loja Ramos Lda.,Algarve,Lagoa,Física
15869,"2015-10-10 01:07:36",25,610.98,92,Débora Silva,M,65,Faro,519,Repellat,Roupas,Cinzento,XS,20.87,29.23,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
15870,"2015-05-31 14:12:31",96,534.47,824,Bruna Campos,F,58,Lagos,430,Quam,Roupas,Cinzento,L,27.18,30.33,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
15871,"2015-12-07 13:24:30",77,93.17,243,Kevin Amaral-Domingues,M,57,Penafiel,633,Quos,Roupas,Cinzento,XS,42.67,38.8,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
15872,"2017-07-31 09:33:03",77,349.33,140,Ema Azevedo,M,59,Setúbal,674,Earum,Calçado,Branco,"40",58.9,28.93,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
15873,"2017-04-30 14:05:56",65,413.23,555,Martim Abreu,M,69,Vila Real,788,Numquam,Calçado,Cinzento,"45",49.98,20.04,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
15874,"2015-12-02 11:07:49",47,463.74,677,Íris Vicente,F,41,Lajes do Pico,838,Eos,Roupas,Cinzento,XS,54.99,43.97,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
15875,"2021-02-22 11:31:52",81,828.45,449,Melissa Lima,F,52,Valença,982,Quis,Calçado,Roxo,"39",71.31,37.22,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
15876,"2017-10-30 15:12:18",36,445.2,510,Ângela Ramos,M,62,Caldas da Rainha,741,Doloribus,Roupas,Cinzento,XXL,73.54,25.72,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
15877,"2023-09-23 01:18:42",10,895.73,217,Catarina Barros,F,55,Faro,903,Enim,Roupas,Amarelo,L,82.94,41.53,2,Loja Ramos Lda.,Algarve,Lagoa,Física
15878,"2015-01-21 03:52:20",43,56.92,235,Noa Neves,F,48,Aljustrel,714,Esse,Calçado,Vermelho,"41",84.04,11.59,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
15879,"2017-09-02 16:01:14",56,336.99,373,Miguel Esteves,M,47,Benavente,192,Adipisci,Calçado,Laranja,"45",79.51,48.18,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
15880,"2017-03-06 22:20:00",14,398.83,960,Lúcia Oliveira,M,45,Porto,631,Similique,Calçado,Laranja,"45",76.49,15.6,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
15881,"2022-08-03 07:43:49",53,951.92,89,Iara Leal,M,26,Sines,295,Odit,Roupas,Verde,M,39.37,40.03,1,Loja Borges S.A.,Centro,Leiria,Online
15882,"2014-09-29 04:54:51",5,988.19,805,Francisca Costa,M,61,Celorico de Basto,131,Accusantium,Calçado,Roxo,"37",69.61,35.05,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
15883,"2017-01-31 12:16:50",96,347.21,999,Joel Sousa,F,39,Viseu,424,Sunt,Roupas,Amarelo,L,48.18,23.44,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
15884,"2020-10-20 17:00:19",30,443.65,754,Paulo Vaz,F,70,Albufeira,655,Quaerat,Roupas,Laranja,XS,27.36,20.63,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
15885,"2018-12-01 11:10:57",34,80.79,522,Matias Gaspar,F,54,Peniche,414,Aperiam,Calçado,Amarelo,"37",58.94,26.4,1,Loja Borges S.A.,Centro,Leiria,Online
15886,"2017-11-06 06:43:18",56,234.21,65,Noah Correia,M,53,Viana do Castelo,174,Ex,Roupas,Vermelho,XXL,36.48,37.61,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
15887,"2022-12-13 17:55:14",26,686.67,977,Violeta Ferreira,F,31,Loures,840,Beatae,Calçado,Amarelo,"41",21.0,24.55,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
15888,"2021-12-09 07:00:10",53,776.84,193,Francisco Batista,M,64,Nelas,935,Sunt,Calçado,Roxo,"35",51.33,15.77,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
15889,"2019-05-26 01:56:00",51,780.14,607,Diogo Lopes,M,41,Albufeira,305,Laudantium,Roupas,Verde,M,45.85,30.51,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
15890,"2019-05-23 13:42:36",7,947.56,665,Nádia do Araújo,M,68,Castro Verde,507,In,Roupas,Branco,XS,40.38,16.25,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
15891,"2022-10-13 18:29:25",9,764.33,550,Isabela Borges,F,69,Machico,575,A,Roupas,Preto,L,52.25,41.0,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
15892,"2023-12-19 01:53:38",87,263.32,972,Lisandro de Martins,F,20,Sousel,720,Ipsum,Calçado,Rosa,"41",88.92,38.64,2,Loja Ramos Lda.,Algarve,Lagoa,Física
15893,"2018-10-27 03:45:03",46,614.87,884,Ema Jesus,F,41,Vila Nova de Famalicão,283,Reiciendis,Roupas,Laranja,XL,46.91,17.27,2,Loja Ramos Lda.,Algarve,Lagoa,Física
15894,"2019-04-11 21:29:02",76,420.1,245,Frederico Correia-Nunes,M,26,Serpa,866,Est,Calçado,Branco,"43",29.99,37.57,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
15895,"2015-06-24 19:06:45",32,760.64,658,Sara Lourenço,F,27,Carregal do Sal,668,Soluta,Calçado,Laranja,"38",75.57,13.87,2,Loja Ramos Lda.,Algarve,Lagoa,Física
15896,"2019-04-11 20:51:11",16,503.67,382,Gabriel Faria,M,56,Santa Cruz da Graciosa,324,Voluptatem,Calçado,Roxo,"37",58.69,35.38,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
15897,"2016-09-21 11:37:07",60,642.78,504,Alícia de Soares,F,39,Grândola,730,Culpa,Roupas,Cinzento,L,96.23,36.1,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
15898,"2023-03-26 16:11:32",55,318.11,943,Paulo Moreira,M,67,Vizela,764,Veniam,Roupas,Cinzento,M,64.99,44.8,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
15899,"2024-06-22 13:45:05",55,458.8,243,Kevin Amaral-Domingues,M,57,Penafiel,895,Deleniti,Calçado,Rosa,"40",49.21,36.3,2,Loja Ramos Lda.,Algarve,Lagoa,Física
15900,"2024-10-18 01:19:31",35,639.05,976,Eduarda Cunha,M,44,Alenquer,579,Commodi,Calçado,Roxo,"36",22.06,28.89,1,Loja Borges S.A.,Centro,Leiria,Online
15901,"2023-12-08 11:00:53",47,308.82,591,Lara Vicente,F,70,São Brás de Alportel,71,In,Calçado,Rosa,"39",52.53,17.69,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
15902,"2022-07-03 03:09:19",36,992.1,924,Enzo Tavares,M,58,Sever do Vouga,472,Debitis,Calçado,Cinzento,"39",26.42,17.3,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
15903,"2017-02-22 15:53:20",35,538.79,215,Vítor Soares,M,26,Lajes do Pico,792,Omnis,Calçado,Cinzento,"42",61.43,36.2,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
15904,"2018-03-07 13:31:00",99,423.55,271,Íris Sá,F,61,Vila Verde,480,Tempora,Calçado,Laranja,"37",92.52,12.54,2,Loja Ramos Lda.,Algarve,Lagoa,Física
15905,"2022-12-13 13:20:11",99,347.35,263,Emília Tavares,M,64,Leiria,97,Voluptate,Roupas,Amarelo,XS,66.89,49.43,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
15906,"2020-11-24 17:50:13",32,631.31,767,Adriana Barros,M,19,Santa Cruz das Flores,446,Modi,Calçado,Laranja,"39",74.65,42.59,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
15907,"2024-05-08 05:03:41",27,217.98,481,Alícia Assunção,F,56,Sines,742,Cupiditate,Calçado,Cinzento,"44",24.46,26.81,2,Loja Ramos Lda.,Algarve,Lagoa,Física
15908,"2024-09-26 17:16:34",26,297.05,816,Melissa Gomes,F,48,Vila do Porto,608,Odit,Calçado,Roxo,"42",87.8,23.89,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
15909,"2023-03-27 22:02:05",6,491.81,265,Inês Andrade,F,30,Alvito,903,Enim,Roupas,Amarelo,L,82.94,41.53,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
15910,"2015-10-05 17:43:04",2,935.67,367,Joana Castro,F,31,Sever do Vouga,757,Nihil,Roupas,Azul,M,35.25,39.66,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
15911,"2018-06-06 01:33:58",66,405.72,438,Benedita Lima,F,25,Porto de Mós,976,At,Roupas,Rosa,XXL,29.91,40.67,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
15912,"2020-05-07 14:44:07",57,781.93,801,Bárbara Brito,M,29,Loulé,985,Possimus,Calçado,Verde,"39",28.23,15.23,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
15913,"2018-07-25 17:52:21",96,945.4,214,Mário Ribeiro,M,48,Santa Cruz das Flores,447,Rem,Calçado,Cinzento,"41",83.96,13.98,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
15914,"2019-03-09 11:36:33",77,340.95,451,Francisco Costa,F,51,São Brás de Alportel,330,Reiciendis,Roupas,Roxo,L,60.98,29.16,2,Loja Ramos Lda.,Algarve,Lagoa,Física
15915,"2022-06-29 10:26:28",80,953.53,437,Carlos Marques,F,37,Sousel,626,Cum,Roupas,Rosa,M,93.2,10.75,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
15916,"2020-02-24 04:48:54",100,61.4,468,Diego Andrade,F,60,Braga,411,Fugiat,Roupas,Verde,XXL,63.07,16.59,1,Loja Borges S.A.,Centro,Leiria,Online
15917,"2020-01-05 04:18:44",48,640.45,118,Benedita Barros,M,62,Almodôvar,743,Necessitatibus,Calçado,Roxo,"41",40.9,49.0,1,Loja Borges S.A.,Centro,Leiria,Online
15918,"2020-03-09 01:12:45",84,392.69,737,Lúcia Rocha,M,58,Funchal,649,Enim,Calçado,Cinzento,"35",84.01,25.32,2,Loja Ramos Lda.,Algarve,Lagoa,Física
15919,"2022-06-16 06:29:20",3,693.86,164,Brian Nogueira-Rocha,M,22,Vieira do Minho,958,Quidem,Calçado,Cinzento,"42",55.82,38.63,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
15920,"2017-01-11 13:58:05",77,568.89,115,Joaquim Fonseca,M,39,Penacova,455,Quae,Roupas,Vermelho,XS,82.32,19.39,1,Loja Borges S.A.,Centro,Leiria,Online
